fighter_name,Height_ft_in,Weight_lbs,Reach_lbs,Stance,DOB,SLpM,Str_Acc,SApM,Str_Def,Opp_Str,TD_Avg,TD_Acc,TD_Def,Opp_TD,Sub_Avg
Israel Adesanya,"6' 4""",185,80,Switch,22-Jul-89,3.95,0.49,2.63,0.61,0.39,0,0.00,0.82,0.18,0.3
Rory MacDonald,"6' 0""",170,76,Orthodox,22-Jul-89,3.75,0.42,2.8,0.62,0.38,1.77,0.47,0.88,0.12,0.4
Bruno Silva,"6' 0""",185,,,13-Jul-89,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Dmitry Sosnovskiy,"6' 3""",240,77,Orthodox,6-Jul-89,2.95,0.70,2.53,0.35,0.65,3.16,0.66,1.00,0.00,3.2
Batgerel Danaa,"5' 7""",135,70,Orthodox,4-Jul-89,5.66,0.38,2.61,0.58,0.42,0,0.00,0.57,0.43,0
Antonio Arroyo,"6' 3""",185,73,Orthodox,1-Jul-89,3.08,0.70,1.72,0.44,0.56,1.4,0.41,0.32,0.68,0.3
Jimmie Rivera,"5' 4""",135,68,Orthodox,29-Jun-89,4.03,0.40,3.9,0.60,0.40,0.88,0.27,0.92,0.08,0.1
Johnny Case,"5' 10""",155,72,Orthodox,28-Jun-89,3.95,0.38,2.66,0.61,0.39,1.7,0.45,0.72,0.28,0.2
Josh Parisian,"6' 4""",265,79,Orthodox,28-Jun-89,7.46,0.51,7.51,0.42,0.58,0,0.00,0.66,0.34,0.7
Gustavo Lopez,"5' 5""",135,67,Orthodox,27-Jun-89,2.24,0.41,4.65,0.51,0.49,1.07,0.50,0.27,0.73,0.5
Kenneth Bergh,"6' 2""",205,74,Orthodox,26-Jun-89,4.56,0.75,1.27,0.28,0.72,0,0.00,0.00,1.00,0
Brad Scott,"6' 1""",170,76,Orthodox,24-Jun-89,3.52,0.41,4.31,0.57,0.43,0.32,0.15,0.63,0.37,0.7
Giacomo Lemos,"6' 3""",247,75,Orthodox,23-Jun-89,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Henrique Shiguemoto,"5' 11""",185,72,Orthodox,22-Jun-89,3.6,0.33,6,0.16,0.84,0,0.00,0.50,0.50,0
Logan Nail,,185,,,20-Jun-89,1.93,0.51,2.27,0.39,0.61,0,0.00,0.37,0.63,0
Rico Farrington,"6' 4""",170,79,Southpaw,19-Jun-89,6.33,0.41,7.2,0.51,0.49,0,0.00,0.20,0.80,0
Kwan Ho Kwak,"5' 5""",135,,Switch,18-Jun-89,3.29,0.41,3.45,0.47,0.53,0.78,1.00,0.26,0.74,0
Yan Xiaonan,"5' 5""",115,63,Orthodox,16-Jun-89,6.42,0.42,3.63,0.63,0.37,1,0.75,0.75,0.25,0
Justin Frazier,"6' 0""",265,75,Southpaw,15-Jun-89,1.11,0.66,6.11,0.04,0.96,0,0.00,0.00,1.00,0
Taneisha Tennant,"5' 7""",145,70,Orthodox,15-Jun-89,5.67,0.55,3.4,0.71,0.29,0,0.00,1.00,0.00,0
Sergey Morozov,"5' 6""",135,,Orthodox,14-Jun-89,0.81,0.23,2.89,0.39,0.61,0,0.00,0.54,0.46,0
Deron Winn,"5' 6""",185,70,Orthodox,13-Jun-89,4.74,0.47,5.17,0.50,0.50,4.98,0.52,0.00,1.00,0
Bill Algeo,"6' 0""",145,73,Switch,9-Jun-89,6.8,0.56,5.31,0.38,0.62,0.67,0.33,0.62,0.38,0
Michael Kuiper,"6' 0""",185,73,Orthodox,7-Jun-89,3.28,0.54,3.62,0.54,0.46,2.3,0.55,0.79,0.21,0
Eduardo Garagorri,"5' 9""",145,70,Orthodox,28-May-89,3.42,0.51,2.36,0.58,0.42,0.48,1.00,0.61,0.39,0
Dustin Kimura,"5' 7""",135,71,Orthodox,21-May-89,1.33,0.21,3.82,0.51,0.49,0.93,0.37,0.50,0.50,2.2
Renato Moicano,"5' 11""",155,72,Orthodox,21-May-89,5.4,0.46,3.74,0.65,0.35,1.28,0.53,0.78,0.22,0.6
Frank Camacho,"5' 10""",170,73,Orthodox,18-May-89,6.67,0.46,7.31,0.52,0.48,1.17,0.45,0.72,0.28,0
Frankie Perez,"5' 11""",155,73,Orthodox,11-May-89,1.64,0.41,2.17,0.54,0.46,1.75,0.41,0.50,0.50,0.3
Beneil Dariush,"5' 10""",155,72,Southpaw,6-May-89,4,0.49,2.72,0.59,0.41,2.03,0.32,0.81,0.19,1
Marcio Alexandre Junior,"6' 0""",185,75,Southpaw,5-May-89,1.61,0.45,2.89,0.42,0.58,0.35,0.20,0.66,0.34,0.7
Bryan Barberena,"6' 0""",170,72,Southpaw,3-May-89,5.48,0.48,4.7,0.45,0.55,0.23,0.28,0.60,0.40,0.5
David Teymur,"5' 9""",155,73,Southpaw,1-May-89,4.69,0.43,3.53,0.55,0.45,0.94,0.33,0.77,0.23,0
Enrique Barzola,"5' 7""",145,70,Orthodox,28-Apr-89,3.91,0.41,2.97,0.68,0.32,4.2,0.45,0.66,0.34,0.3
Jonavin Webb,"5' 10""",170,,Orthodox,28-Apr-89,1.47,0.30,2.27,0.64,0.36,2.5,0.31,0.40,0.60,1
Leonardo Mafra,"5' 10""",155,70,Orthodox,25-Apr-89,4.55,0.48,4.38,0.43,0.57,2.12,0.83,0.69,0.31,0.4
Ronaldo Candido,"5' 6""",125,,Southpaw,24-Apr-89,1.67,0.42,3.87,0.52,0.48,8,0.53,0.00,1.00,5
Coltin Cole,,185,,,24-Apr-89,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Juan Manuel Puig,"5' 9""",145,,Orthodox,23-Apr-89,4.91,0.23,7.17,0.51,0.49,0,0.00,0.00,1.00,0
Mike Breeden,"5' 10""",155,70,Orthodox,21-Apr-89,4,0.34,5.87,0.47,0.53,0,0.00,0.77,0.23,0
Rick Glenn,"6' 0""",145,70,Southpaw,12-Apr-89,4.31,0.42,4.29,0.53,0.47,0.67,0.13,0.66,0.34,0.3
Dominic Waters,"6' 1""",170,79,Orthodox,11-Apr-89,0.48,0.23,2.53,0.39,0.61,4.07,0.52,0.28,0.72,0
Cole Smith,"5' 11""",135,67,Orthodox,5-Apr-89,1.78,0.35,1.96,0.49,0.51,1.67,0.33,0.45,0.55,1.7
Shana Dobson,"5' 6""",125,69,Orthodox,30-Mar-89,3.34,0.37,5.2,0.50,0.50,0.84,0.50,0.14,0.86,0
Ben Wall,"5' 10""",155,,Orthodox,25-Mar-89,1.47,0.29,8.53,0.29,0.71,0,0.00,1.00,0.00,0
Lazar Stojadinovic,"5' 7""",145,68,Southpaw,22-Mar-89,1.82,0.29,1.97,0.59,0.41,0,0.00,0.00,1.00,0
Aaron Ely,"5' 8""",135,,,18-Mar-89,0.82,0.15,0.66,0.69,0.31,2.47,1.00,0.50,0.50,4.9
Jamie Moyle,"5' 1""",115,65,Orthodox,17-Mar-89,4.51,0.51,4,0.65,0.35,1,0.21,0.50,0.50,0
Sasha Palatnikov,"6' 1""",170,72,Switch,15-Mar-89,9.78,0.52,7.74,0.51,0.49,1.17,1.00,0.88,0.12,0
Karine Gevorgyan,"5' 4""",125,63,,9-Mar-89,1.2,0.20,1.8,0.76,0.24,0,0.00,0.00,1.00,0
Raphael Pessoa,"6' 3""",262,78,Orthodox,9-Mar-89,2.16,0.26,3.43,0.42,0.58,0,0.00,1.00,0.00,0
Journey Newson,"5' 5""",135,67,Orthodox,7-Mar-89,2.76,0.32,2.76,0.65,0.35,0,0.00,0.00,1.00,0.9
Ericka Almeida,"5' 6""",115,,Orthodox,5-Mar-89,1.07,0.39,3.33,0.43,0.57,0.5,0.33,0.37,0.63,0
Wuliji Buren,"5' 9""",135,69,Orthodox,1-Mar-89,1.63,0.42,2.96,0.56,0.44,3.38,0.42,0.71,0.29,0.4
Randall Wallace,"5' 11""",185,73,Orthodox,1-Mar-89,1.13,0.38,4.11,0.45,0.55,2.13,0.50,0.00,1.00,0
Vinicius Moreira,"6' 4""",205,76,Orthodox,28-Feb-89,3.15,0.59,5.07,0.43,0.57,1.97,0.18,0.00,1.00,1.3
Olivier Aubin-Mercier,"5' 9""",155,70,Southpaw,23-Feb-89,2.48,0.51,2.97,0.55,0.45,2.36,0.33,0.70,0.30,0.5
Andy Ogle,"5' 8""",145,69,Orthodox,16-Feb-89,2.24,0.44,2.23,0.50,0.50,1.44,0.26,0.58,0.42,0
Irwin Rivera,"5' 6""",135,67,Southpaw,14-Feb-89,3.36,0.44,5.07,0.57,0.43,1,0.16,0.70,0.30,0
James Bochnovic,"6' 4""",205,81,Orthodox,13-Feb-89,0.65,0.26,3.64,0.21,0.79,0,0.00,0.00,1.00,0
Andrea Lee,"5' 6""",125,69,Orthodox,11-Feb-89,5.58,0.49,3.83,0.65,0.35,1.67,0.45,0.57,0.43,0.5
Bec Rawlings,"5' 6""",125,64,Orthodox,11-Feb-89,4.48,0.42,5.66,0.57,0.43,0.71,0.40,0.68,0.32,0.4
Syuri Kondo,"5' 4""",115,66,Orthodox,8-Feb-89,5.4,0.44,7.22,0.58,0.42,0,0.00,0.83,0.17,0.3
Pawel Pawlak,"6' 0""",170,73,Orthodox,8-Feb-89,1.67,0.33,2.22,0.53,0.47,1,0.37,0.70,0.30,0
Gleidson Cutis,"5' 9""",155,,Orthodox,7-Feb-89,2.99,0.52,8.28,0.59,0.41,0,0.00,0.00,1.00,0
Joaquim Silva,"5' 8""",155,69,Southpaw,5-Feb-89,3.92,0.37,4.43,0.56,0.44,0.24,0.50,0.64,0.36,0.7
Eduardo Dantas,"5' 10""",135,,,3-Feb-89,3.33,0.60,3,0.60,0.40,4,0.23,1.00,0.00,0
Dhiego Lima,"6' 2""",170,75,Orthodox,31-Jan-89,3.14,0.38,3.93,0.59,0.41,1.38,0.42,0.73,0.27,0.7
Kyle Stewart,"6' 0""",170,76,Orthodox,31-Jan-89,1.41,0.35,2.42,0.43,0.57,1.32,0.20,0.60,0.40,0
Garrett Mueller,"5' 9""",135,,,29-Jan-89,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Korey Kuppe,"6' 5""",170,77,Switch,23-Jan-89,0.73,0.73,1.33,0.31,0.69,0,0.00,0.69,0.31,1
Dustin Poirier,"5' 9""",155,72,Southpaw,19-Jan-89,5.59,0.50,4.17,0.54,0.46,1.47,0.36,0.61,0.39,1.3
Alexander Sarnavskiy,"5' 11""",155,,,17-Jan-89,1.43,0.66,2.06,0.42,0.58,0,0.00,0.75,0.25,0
Phil Hawes,"6' 0""",185,77,Orthodox,8-Jan-89,2.84,0.52,4.18,0.47,0.53,3.13,0.35,0.00,1.00,0
Levan Makashvili,"5' 8""",145,68,Orthodox,7-Jan-89,2.87,0.54,2.07,0.61,0.39,3.67,0.42,0.85,0.15,0
Dave Rickels,"5' 11""",155,,,5-Jan-89,4.29,0.59,5.53,0.42,0.58,0,0.00,0.25,0.75,0
Harry Hunsucker,"6' 2""",241,75,Orthodox,3-Jan-89,4.33,0.51,8.44,0.41,0.59,0,0.00,0.00,1.00,0
Chidi Njokuani,"6' 3""",170,,,31-Dec-88,1.93,0.51,1.73,0.49,0.51,0,0.00,0.80,0.20,0
Anthony Avila,"5' 7""",145,,,29-Dec-88,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Katlyn Chookagian,"5' 9""",125,68,Orthodox,28-Dec-88,4.22,0.34,4.23,0.63,0.37,0.27,0.15,0.51,0.49,0.5
Dustin Ortiz,"5' 5""",125,65,Orthodox,25-Dec-88,2.94,0.44,2.17,0.56,0.44,3.01,0.36,0.52,0.48,0.1
Bojan Velickovic,"6' 0""",170,76,Southpaw,18-Dec-88,2.18,0.34,2.31,0.57,0.43,0.67,0.25,0.55,0.45,0.5
Nicco Montano,"5' 5""",135,65,Southpaw,16-Dec-88,5.6,0.41,4.43,0.64,0.36,2.25,0.54,0.69,0.31,0.4
Poliana Botelho,"5' 8""",115,67,Orthodox,15-Dec-88,3,0.56,3.08,0.50,0.50,0.89,1.00,0.80,0.20,0
Billy Quarantillo,"5' 10""",145,70,Orthodox,8-Dec-88,7.03,0.64,4.37,0.42,0.58,1.28,0.31,0.57,0.43,1.8
Claudia Gadelha,"5' 4""",115,63,Orthodox,7-Dec-88,3.31,0.41,4.57,0.57,0.43,3.03,0.42,0.58,0.42,0.7
Richard Walsh,"6' 0""",170,73,Orthodox,1-Dec-88,3.84,0.46,2.72,0.58,0.42,1.55,0.40,0.66,0.34,0.2
Mike Rodriguez,"6' 4""",205,82,Southpaw,28-Nov-88,4.61,0.59,3.39,0.40,0.60,0,0.00,0.41,0.59,0
Patrick Walsh,"5' 11""",185,,,28-Nov-88,2.03,0.19,2.83,0.64,0.36,3,0.54,1.00,0.00,1.5
Jianping Yang,"5' 7""",145,,Orthodox,27-Nov-88,1.4,0.26,2.07,0.65,0.35,1,0.25,0.33,0.67,0
Jorge Lopez,"5' 10""",170,,Orthodox,21-Nov-88,2.47,0.59,2.57,0.50,0.50,3.5,0.41,0.81,0.19,0
Jordan Johnson,"6' 2""",205,79,Orthodox,18-Nov-88,3.45,0.47,2.64,0.53,0.47,3.25,0.42,1.00,0.00,1.2
Justin Gaethje,"5' 11""",155,70,Orthodox,14-Nov-88,7.46,0.59,7.99,0.55,0.45,0,0.00,0.69,0.31,0
Lucas Martins,"6' 0""",145,72,Southpaw,11-Nov-88,2.87,0.35,4.14,0.60,0.40,0,0.00,0.76,0.24,0.5
Martin Day,"5' 10""",145,73,Orthodox,10-Nov-88,3.97,0.45,3.79,0.53,0.47,0.72,0.60,0.65,0.35,0.5
David Michaud,"5' 9""",155,,Orthodox,10-Nov-88,3.25,0.43,4.45,0.54,0.46,2.53,0.58,0.77,0.23,0.7
Makwan Amirkhani,"5' 10""",145,72,Southpaw,8-Nov-88,1.42,0.44,2.63,0.51,0.49,3.37,0.37,0.57,0.43,1.4
Myles Jury,"5' 10""",145,73,Orthodox,31-Oct-88,2.94,0.42,2.16,0.66,0.34,2.16,0.55,0.50,0.50,0.3
Isao Kobayashi,"5' 8""",145,,,28-Oct-88,1.01,0.33,1.66,0.45,0.55,2.17,1.00,1.00,0.00,0
Karl Reed,"6' 3""",205,78,Orthodox,27-Oct-88,2.04,0.44,3.84,0.38,0.62,1.06,0.22,0.53,0.47,0
Joey Gambino,"5' 7""",145,,Orthodox,26-Oct-88,2.47,0.35,2.53,0.51,0.49,0,0.00,0.42,0.58,0.8
Jake Collier,"6' 3""",230,78,Orthodox,25-Oct-88,4.92,0.41,4.09,0.53,0.47,0.57,0.23,0.67,0.33,0.4
Alexander Volkov,"6' 7""",250,80,Orthodox,24-Oct-88,4.88,0.59,2.48,0.56,0.44,0.66,0.70,0.66,0.34,0.2
Adam Piccolotti,"5' 11""",155,,,23-Oct-88,4.61,0.50,2.83,0.71,0.29,2.96,0.60,1.00,0.00,3
Andre Soukhamthath,"5' 9""",135,70,Orthodox,23-Oct-88,2.77,0.44,4.31,0.49,0.51,1.25,0.53,0.58,0.42,0.2
Alex White,"6' 0""",155,71,Southpaw,22-Oct-88,3.76,0.42,3.07,0.60,0.40,0.92,0.28,0.71,0.29,0.5
Drew Dober,"5' 8""",155,70,Southpaw,19-Oct-88,4.33,0.40,3.87,0.54,0.46,0.8,0.17,0.55,0.45,0.1
Sabah Homasi,"6' 0""",170,72,Orthodox,19-Oct-88,4.98,0.48,6.91,0.47,0.53,2.8,0.50,0.66,0.34,0
Estefani Almeida,"5' 4""",125,,Orthodox,17-Oct-88,3.13,0.37,6.07,0.42,0.58,0,0.00,0.00,1.00,0
Josh Grispi,"5' 11""",145,74,Orthodox,14-Oct-88,1.44,0.41,3.71,0.50,0.50,1.97,0.36,0.16,0.84,2.2
Jennifer Maia,"5' 4""",125,64,Orthodox,6-Oct-88,3.34,0.39,3.52,0.52,0.48,0.34,0.50,0.56,0.44,0.2
Erik Koch,"5' 10""",170,71,Southpaw,4-Oct-88,2.33,0.42,2.82,0.47,0.53,1.02,0.42,0.81,0.19,1
Greg Wilson,,155,,,2-Oct-88,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Alexander Volkanovski,"5' 6""",145,71,Orthodox,29-Sep-88,6.02,0.55,3.31,0.60,0.40,2.09,0.34,0.72,0.28,0.3
Justin Ledet,"6' 4""",205,80,Orthodox,28-Sep-88,3.35,0.39,4.82,0.49,0.51,0.23,0.50,0.42,0.58,0.2
Vanessa Demopoulos,"5' 2""",115,59,Orthodox,22-Sep-88,1.6,0.41,3.13,0.50,0.50,0,0.00,0.00,1.00,2
Khabib Nurmagomedov,"5' 10""",155,70,Orthodox,20-Sep-88,4.1,0.48,1.75,0.65,0.35,5.32,0.48,0.84,0.16,0.8
Alan Omer,"5' 10""",145,,Orthodox,14-Sep-88,3.49,0.55,2.21,0.64,0.36,1.69,0.42,0.66,0.34,0
Dong Hyun Ma,"5' 11""",155,70,Orthodox,9-Sep-88,2.84,0.41,4.1,0.54,0.46,1.27,0.53,0.33,0.67,0
Kevin Aguilar,"5' 7""",155,73,Orthodox,7-Sep-88,3.69,0.37,4.47,0.53,0.47,0.19,0.25,0.87,0.13,0
Jared Gordon,"5' 9""",145,68,Orthodox,6-Sep-88,5.54,0.56,3.22,0.60,0.40,2.81,0.39,0.55,0.45,0
Raquel Pennington,"5' 7""",135,67,Orthodox,5-Sep-88,3.62,0.48,3.2,0.63,0.37,1.12,0.28,0.65,0.35,0.7
Everett Sims,"6' 5""",260,77,Southpaw,4-Sep-88,0.81,0.66,2.19,0.30,0.70,0,0.00,0.42,0.58,1.2
Jamie Pickett,"6' 2""",185,80,Orthodox,29-Aug-88,2.84,0.55,4.84,0.46,0.54,1.48,0.40,0.37,0.63,0.4
Zhalgas Zhumagulov,"5' 4""",125,66,Switch,29-Aug-88,4.17,0.49,4,0.58,0.42,1.5,0.21,0.33,0.67,0
Pat Schilling,"5' 8""",145,,Orthodox,28-Aug-88,1.87,0.26,8.24,0.52,0.48,0,0.00,0.00,1.00,0
Lance Benoist,"5' 11""",170,72,Southpaw,26-Aug-88,3.68,0.51,2.7,0.56,0.44,1.5,0.33,0.61,0.39,0
Giga Chikadze,"6' 0""",145,74,Orthodox,25-Aug-88,3.45,0.43,2.65,0.60,0.40,0.38,0.33,0.68,0.32,0
Bibulatov Magomed,"5' 5""",125,65,Orthodox,22-Aug-88,3.6,0.51,1.83,0.52,0.48,2.85,0.40,0.75,0.25,0
Javy Ayala,"6' 1""",265,,,20-Aug-88,0.83,0.25,5,0.33,0.67,0,0.00,0.00,1.00,0
Emil Meek,"5' 11""",170,74,Switch,20-Aug-88,2.52,0.39,2.53,0.38,0.62,0.25,0.33,0.47,0.53,1
Gleristone Santos,"5' 9""",145,,,20-Aug-88,3.4,0.31,4.4,0.64,0.36,0,0.00,0.75,0.25,0
Priscila Cachoeira,"5' 7""",135,65,Orthodox,19-Aug-88,3.84,0.37,7.93,0.42,0.58,0,0.00,0.69,0.31,0
Gina Mazany,"5' 6""",125,68,Southpaw,19-Aug-88,3.45,0.47,3.07,0.51,0.49,4.41,0.63,0.33,0.67,0.3
Hector Aldana,"5' 11""",170,72,Orthodox,17-Aug-88,3.59,0.38,5.08,0.59,0.41,0.93,1.00,0.00,1.00,0
Kiril Sidelnikov,"5' 11""",230,,,17-Aug-88,2.87,0.28,4.48,0.61,0.39,0,0.00,0.00,1.00,0
Stephanie Egger,"5' 6""",135,68,Orthodox,12-Aug-88,0.67,0.31,1.33,0.52,0.48,1,0.16,0.40,0.60,0
Amilcar Alves,"6' 0""",170,,Southpaw,8-Aug-88,0.5,0.46,2.02,0.30,0.70,0,0.00,0.53,0.47,0
Garrett Gross,"5' 9""",155,,Orthodox,8-Aug-88,2.39,0.45,1.67,0.46,0.54,0,0.00,0.52,0.48,0
Damon Jackson,"5' 11""",145,71,Switch,8-Aug-88,2.46,0.35,3.63,0.45,0.55,1.14,0.20,0.35,0.65,2.7
Mairbek Taisumov,"5' 9""",155,73,Orthodox,8-Aug-88,2.98,0.39,3.03,0.64,0.36,1.34,0.63,0.88,0.12,0
Adam Yandiev,"5' 9""",185,74,Orthodox,7-Aug-88,0.18,0.08,6.14,0.36,0.64,0,0.00,0.25,0.75,0
Ian Heinisch,"5' 11""",185,72,Orthodox,5-Aug-88,3.28,0.50,2.79,0.58,0.42,1.13,0.18,0.60,0.40,0.8
Paul Sass,"6' 0""",155,73,Orthodox,4-Aug-88,0.53,0.26,1.9,0.51,0.49,0.53,0.16,0.33,0.67,7.4
Ben Nguyen,"5' 5""",125,65,Switch,3-Aug-88,3.51,0.40,3.01,0.59,0.41,0.25,0.33,0.63,0.37,1
Magomed Mustafaev,"5' 8""",155,71,Orthodox,2-Aug-88,2.59,0.58,2.68,0.41,0.59,3.31,0.50,0.23,0.77,0.4
Jenel Lausa,"5' 5""",125,68,Orthodox,1-Aug-88,1.44,0.42,3.53,0.53,0.47,0.55,0.66,0.51,0.49,0.8
Greg Hardy,"6' 5""",265,80,Orthodox,28-Jul-88,4.83,0.50,3.12,0.56,0.44,0.21,0.33,0.80,0.20,0
Gunnar Nelson,"5' 11""",170,72,Switch,28-Jul-88,1.71,0.57,3.33,0.49,0.51,1.72,0.55,0.66,0.34,0.9
Anthony Smith,"6' 4""",205,76,Orthodox,26-Jul-88,2.94,0.46,4.38,0.42,0.58,0.49,0.28,0.51,0.49,0.7
Chris Honeycutt,"5' 10""",170,73,,25-Jul-88,2.99,0.44,1.41,0.66,0.34,3.4,0.45,0.75,0.25,0
Antonio Dos Santos,"5' 10""",185,,Orthodox,21-Jul-88,5.4,0.51,3.94,0.43,0.57,0,0.00,1.00,0.00,0
Tebaris Gordon,"6' 1""",265,,Orthodox,19-Jul-88,3.53,0.16,49.41,0.22,0.78,0,0.00,0.00,1.00,0
Cody Floyd,,,,,18-Jul-88,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Andreas Michailidis,"6' 0""",185,76,Orthodox,18-Jul-88,4.6,0.50,3.6,0.63,0.37,0,0.00,0.00,1.00,0
Danny Henry,"6' 0""",145,73,Orthodox,17-Jul-88,5.2,0.51,4.16,0.45,0.55,0.74,0.33,0.50,0.50,2.2
Alfred Khashakyan,"5' 8""",135,70,Orthodox,17-Jul-88,6.14,0.42,6.38,0.40,0.60,3.54,0.25,0.00,1.00,0
Khadzhi Bestaev,"6' 6""",185,76,,16-Jul-88,6.15,0.29,10,0.43,0.57,0,0.00,0.00,1.00,0
Roman Dolidze,"6' 2""",205,76,Orthodox,15-Jul-88,2.98,0.51,1.75,0.61,0.39,1.75,0.50,0.33,0.67,2.2
Conor McGregor,"5' 9""",155,74,Southpaw,14-Jul-88,5.32,0.49,4.54,0.54,0.46,0.7,0.55,0.67,0.33,0
Marcin Prachnio,"6' 3""",205,74,Orthodox,14-Jul-88,5.4,0.47,3.71,0.58,0.42,0,0.00,0.00,1.00,0
Kron Gracie,"5' 9""",145,70,Southpaw,11-Jul-88,5.15,0.41,8.13,0.53,0.47,0.88,0.25,0.00,1.00,0.9
Belal Muhammad,"5' 11""",170,72,Orthodox,9-Jul-88,4.75,0.43,4.02,0.60,0.40,1.97,0.28,0.85,0.15,0.2
Adin Duenas,"5' 6""",145,,,2-Jul-88,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Marcelo Rojo,"5' 8""",145,71,Orthodox,2-Jul-88,5.1,0.36,7.3,0.51,0.49,1.03,0.50,1.00,0.00,0
Cody East,"6' 3""",245,,Orthodox,29-Jun-88,4.15,0.43,7.32,0.40,0.60,3.97,1.00,0.16,0.84,0
Brennan Ward,"5' 10""",170,71,,28-Jun-88,7.2,0.60,2.76,0.52,0.48,0,0.00,1.00,0.00,3.6
Pauline Macias,"5' 4""",115,64,Southpaw,27-Jun-88,0.8,0.29,4.6,0.42,0.58,2,0.18,0.00,1.00,0
Mark Striegl,"5' 8""",135,70,Southpaw,23-Jun-88,3.53,0.42,21.18,0.25,0.75,0,0.00,0.00,1.00,0
Markus Perez,"6' 1""",185,73,Orthodox,22-Jun-88,2.6,0.47,3.72,0.52,0.48,0.81,0.25,0.77,0.23,1
Alex Caceres,"5' 10""",145,73,Southpaw,20-Jun-88,4.1,0.50,2.82,0.65,0.35,0.57,0.78,0.64,0.36,0.8
Gabriel Benitez,"5' 8""",155,71,Southpaw,15-Jun-88,4.38,0.38,3.26,0.70,0.30,0.17,0.50,0.56,0.44,1.2
Jack Hermansson,"6' 1""",185,77,Orthodox,10-Jun-88,5.03,0.44,3.46,0.54,0.46,1.96,0.34,0.75,0.25,0.7
Ivan Shtyrkov,"6' 0""",205,74,Orthodox,9-Jun-88,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Nate Landwehr,"5' 9""",145,72,Orthodox,6-Jun-88,7.02,0.50,7.67,0.51,0.49,0,0.00,0.85,0.15,0
Elias Theodorou,"6' 1""",185,75,Orthodox,31-May-88,4.19,0.42,2.39,0.53,0.47,1.27,0.28,0.59,0.41,0
Virna Jandiroba,"5' 3""",115,64,Orthodox,30-May-88,2.39,0.46,3.08,0.54,0.46,3.16,0.53,0.73,0.27,2
Amanda Nunes,"5' 8""",145,69,Orthodox,30-May-88,4.5,0.51,2.45,0.57,0.43,2.5,0.53,0.84,0.16,0.9
Alex Torres,"5' 10""",145,,Orthodox,29-May-88,2.47,0.37,2.73,0.69,0.31,2,0.22,0.50,0.50,0
Tina Lahdemaki,"5' 2""",115,,Orthodox,28-May-88,1.93,0.20,4.67,0.57,0.43,0,0.00,0.16,0.84,0
Dinis Paiva Jr.,"5' 9""",145,71,Southpaw,26-May-88,2.6,0.41,2.73,0.67,0.33,0,0.00,0.81,0.19,0
Ricky Steele,"5' 9""",135,74,Orthodox,26-May-88,4.07,0.70,2.93,0.50,0.50,0,0.00,0.91,0.09,0
Calen Born,"5' 8""",170,72,Switch,24-May-88,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Scott Askham,"6' 3""",185,75,Southpaw,20-May-88,3.03,0.46,3.52,0.52,0.48,0.44,0.18,0.65,0.35,0.7
Andreas Stahl,"5' 11""",170,,Orthodox,20-May-88,2.83,0.37,4.74,0.57,0.43,1.55,0.66,0.80,0.20,0
Jeff Hughes,"6' 2""",250,77,Orthodox,17-May-88,3.95,0.51,3.67,0.60,0.40,0.71,0.50,0.45,0.55,0
Nolan Ticman,"5' 6""",125,,Orthodox,17-May-88,2.57,0.47,2.53,0.67,0.33,0,0.00,0.60,0.40,0
Josh Ferguson,"5' 5""",125,,Orthodox,13-May-88,2.13,0.43,4.18,0.32,0.68,0.59,0.11,0.54,0.46,0
Jai Herbert,"6' 1""",155,77,Orthodox,13-May-88,1.83,0.30,2.61,0.48,0.52,0,0.00,0.33,0.67,0
Julia Avila,"5' 7""",135,68,Orthodox,11-May-88,3.1,0.41,2.9,0.54,0.46,0.49,0.50,0.60,0.40,0
Cory Hendricks,"6' 3""",205,,,10-May-88,3.13,0.39,4.07,0.42,0.58,0,0.00,1.00,0.00,0
Paddy Holohan,"5' 10""",125,69,Orthodox,3-May-88,2.13,0.46,2.81,0.46,0.54,2.88,0.47,0.71,0.29,1.3
Anistavio Medeiros,"5' 6""",145,,Orthodox,1-May-88,3.64,0.44,5,0.47,0.53,0,0.00,0.00,1.00,0
Sarah Moras,"5' 7""",135,67,Orthodox,30-Apr-88,2.28,0.34,3.58,0.50,0.50,0.67,0.21,0.33,0.67,0.8
Adrian Diaz,"5' 10""",145,,Southpaw,26-Apr-88,0.48,0.42,3.84,0.51,0.49,2.4,0.50,0.00,1.00,0
Marlon Moraes,"5' 6""",135,67,Orthodox,26-Apr-88,3.38,0.39,4.11,0.56,0.44,1,0.41,0.66,0.34,0.4
TJ Waldburger,"5' 11""",170,75,Orthodox,25-Apr-88,2.02,0.51,2.39,0.40,0.60,3.03,0.46,0.40,0.60,4.8
